"dimension","birth","death","homology"
1,5.71336636012101,6.40740925379113,"H1"
1,5.70209385179173,5.88127518967586,"H1"
1,5.69960274633785,6.14768898146113,"H1"
1,5.69785859972814,6.01175990897581,"H1"
1,5.69425830684836,6.28027127697534,"H1"
1,5.67878365571588,6.02597233518959,"H1"
1,5.67693868609718,6.3041378957211,"H1"
1,5.67603598730769,6.16700444807506,"H1"
1,5.67540621241001,6.0948509015849,"H1"
1,5.65708926657812,5.66825764799177,"H1"
1,5.6558225720814,6.09459599377281,"H1"
1,5.65150442551408,5.82966057002037,"H1"
1,5.63922383538088,5.72767505287871,"H1"
1,5.63749583294428,5.77105765355872,"H1"
1,5.63729032936446,6.14743725793276,"H1"
1,5.62701618895388,5.95683367645757,"H1"
1,5.62375687887149,6.13878928907265,"H1"
1,5.61461615911837,5.68652022370634,"H1"
1,5.61377997780753,5.72767505287871,"H1"
1,5.60667134661492,6.03931978701095,"H1"
1,5.600164238307,5.94897320308209,"H1"
1,5.59404372342902,5.67890345561618,"H1"
1,5.58317909958885,6.17484285406057,"H1"
1,5.58075611331751,5.64888681391836,"H1"
1,5.57982942875935,5.68408448921182,"H1"
1,5.57670174334417,5.60568863271386,"H1"
1,5.57656075790205,5.60568863271386,"H1"
1,5.57576408354058,5.95821380217245,"H1"
1,5.5665155642957,5.80044888668812,"H1"
1,5.56412864743088,6.03261555008986,"H1"
1,5.56160332003031,5.70558208656945,"H1"
1,5.54856323489721,5.85245852072662,"H1"
1,5.54156103245689,5.5649252100229,"H1"
1,5.537803102321,6.25251420184596,"H1"
1,5.52559921112168,5.71861445650851,"H1"
1,5.52059740951285,5.63221207606844,"H1"
1,5.51562876714819,5.54747072545462,"H1"
1,5.51207611987305,5.54497938724802,"H1"
1,5.50654642225233,6.04790190835993,"H1"
1,5.50241677102659,5.74550146756041,"H1"
1,5.50108903802027,5.63031148072544,"H1"
1,5.49538244093017,5.75673906837238,"H1"
1,5.48226891393487,6.04903105078094,"H1"
1,5.46178930815579,5.57524603829981,"H1"
1,5.44421740123801,5.66949736725337,"H1"
1,5.43769069646874,5.88383576100405,"H1"
1,5.42792533042323,5.55451291895883,"H1"
1,5.42011710823041,5.6179276313167,"H1"
1,5.41965285626021,5.49222704606387,"H1"
1,5.41590438045553,5.42944502512479,"H1"
1,5.40281417669106,5.69941701211211,"H1"
1,5.39950642151072,5.82913139996748,"H1"
1,5.39799996371737,5.71196109719613,"H1"
1,5.38783118834303,5.66973832916803,"H1"
1,5.38376980180772,5.69829080355067,"H1"
1,5.37801167061996,5.90489548381311,"H1"
1,5.37162872752375,5.63570661006308,"H1"
1,5.366916925076,5.51671032370526,"H1"
1,5.36105676008256,5.73365808498537,"H1"
1,5.35934499962812,5.89869031033133,"H1"
1,5.3559162836951,5.75725679516741,"H1"
1,5.34981509959184,5.35631756499312,"H1"
1,5.34953951836467,5.96069545958873,"H1"
1,5.33408338731472,5.7294686011879,"H1"
1,5.3307176451577,5.46625230419955,"H1"
1,5.30711368485614,5.3131364532377,"H1"
1,5.29971946514678,5.39447480297892,"H1"
1,5.29327927076922,5.63221207606844,"H1"
1,5.29319384456655,5.55521484936962,"H1"
1,5.28771368850675,5.75422535724315,"H1"
1,5.28102270055848,5.75673906837238,"H1"
1,5.28001568048441,5.40558562213282,"H1"
1,5.27302873123272,5.49864363495262,"H1"
1,5.26829638284171,5.43275538135934,"H1"
1,5.26082173834357,5.60523664992431,"H1"
1,5.26013397948956,5.7000882041677,"H1"
1,5.25935173524265,5.97962090116317,"H1"
1,5.25708304488758,5.29078032233593,"H1"
1,5.24197395171652,5.34696590523829,"H1"
1,5.23817642348011,5.46711494623948,"H1"
1,5.23759757811435,5.81188858732495,"H1"
1,5.23525385767789,5.96558464450946,"H1"
1,5.23197846243973,5.67832927092597,"H1"
1,5.2267085945548,5.49864363495262,"H1"
1,5.22478723107218,5.63187012569797,"H1"
1,5.22453076343701,5.32947123243131,"H1"
